Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],2162,113,830.0,4048.923393921368,46.10312500005875,64260.234999999964,45462.432469935244,23.651254935187133,1.2361664235319825,830,1100,1500,2100,4200,7900,60000,63000,64000,64000,64000
,Aggregated,2162,113,830.0,4048.923393921368,46.10312500005875,64260.234999999964,45462.432469935244,23.651254935187133,1.2361664235319825,830,1100,1500,2100,4200,7900,60000,63000,64000,64000,64000
