Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],4007,29,390.0,2202.868527799354,31.028084000013223,124310.18245799998,41873.48839530821,43.832765356045314,0.31723239214507465,390,600,760,1100,1800,4600,57000,62000,66000,124000,124000
,Aggregated,4007,29,390.0,2202.868527799354,31.028084000013223,124310.18245799998,41873.48839530821,43.832765356045314,0.31723239214507465,390,600,760,1100,1800,4600,57000,62000,66000,124000,124000
