Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],5875,0,860.0,1347.9061759652775,143.44250000000613,10409.100582999983,41214.80527659575,64.3164405491342,0.0,860,1100,1300,1600,3400,5200,5700,5900,6700,10000,10000
,Aggregated,5875,0,860.0,1347.9061759652775,143.44250000000613,10409.100582999983,41214.80527659575,64.3164405491342,0.0,860,1100,1300,1600,3400,5200,5700,5900,6700,10000,10000
