Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],3056,0,2600.0,3096.907082217606,438.65629200001877,10481.73300000002,35360.964005235604,33.42660324393498,0.0,2600,3000,3300,3600,5600,7400,8100,8800,9900,10000,10000
,Aggregated,3056,0,2600.0,3096.907082217606,438.65629200001877,10481.73300000002,35360.964005235604,33.42660324393498,0.0,2600,3000,3300,3600,5600,7400,8100,8800,9900,10000,10000
