Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],45171,0,2,2.748987679904842,0.6633329999203852,33.44266599992807,40979.462110646215,493.9286458750484,0.0,2,3,3,4,4,5,7,8,13,24,33
,Aggregated,45171,0,2,2.748987679904842,0.6633329999203852,33.44266599992807,40979.462110646215,493.9286458750484,0.0,2,3,3,4,4,5,7,8,13,24,33
