Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],5402,9,790.0,1299.7533970222173,42.87033299999621,65622.682584,41446.10662717512,58.285479426008976,0.09710650033951884,790,1100,1400,1600,2400,3300,4800,5700,62000,66000,66000
,Aggregated,5402,9,790.0,1299.7533970222173,42.87033299999621,65622.682584,41446.10662717512,58.285479426008976,0.09710650033951884,790,1100,1400,1600,2400,3300,4800,5700,62000,66000,66000
