Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_alvo],36057,0,3,3.6553772783648455,0.9319580000237693,43.552124999962416,41832.20850320326,393.9727089282722,0.0,3,4,5,5,6,7,8,10,13,20,44
,Aggregated,36057,0,3,3.6553772783648455,0.9319580000237693,43.552124999962416,41832.20850320326,393.9727089282722,0.0,3,4,5,5,6,7,8,10,13,20,44
